,dateCrawled,price,abtest,yearOfRegistration,gearbox,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,kilometer_robust,powerCV_robust
87,19523.2012934519,16900.0,19446.7559429477,19069.09246887337,21375.768095238094,19615.980357142857,20319.831634653077,21643.65329218107,16324.517663422019,19420.648888145795,0.0,2.4982278178378934
88,19419.099598930483,15999.0,19426.10596797671,19069.09246887337,21375.768095238094,19326.830039525692,17301.00165198238,22045.550161811567,19583.081536592774,19420.648888145795,0.0,2.8033125636006053
89,19523.2012934519,16800.0,19446.7559429477,19069.09246887337,16774.3178583531,18744.960151802657,20319.831634653077,17299.426829268294,19583.081536592774,19545.36587366694,-1.2,0.2270413771599274
90,19419.099598930483,29500.0,19446.7559429477,19069.09246887337,16774.3178583531,19123.76337115073,20319.831634653077,25742.412698412696,19583.081536592774,19420.648888145795,-2.4,0.2948379873294189
91,19523.2012934519,17900.0,19446.7559429477,19069.09246887337,16774.3178583531,19434.49496644295,20319.831634653077,17299.426829268294,19583.081536592774,19545.36587366694,-1.6,0.4643295127531477
92,19419.099598930483,12790.0,19426.10596797671,19069.09246887337,21375.768095238094,19615.980357142857,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,3.1931430720751814
93,19523.2012934519,23950.0,19426.10596797671,19069.09246887337,16774.3178583531,19833.547581903276,20319.831634653077,19109.833333333332,19583.081536592774,19545.36587366694,-1.6,0.2948379873294189
94,19419.099598930483,37950.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,-2.2,0.8033125636006053
95,19523.2012934519,35900.0,19446.7559429477,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,19109.833333333332,19583.081536592774,19545.36587366694,-1.6,2.0575498517361988
96,19419.099598930483,13800.0,19426.10596797671,19069.09246887337,16774.3178583531,19326.830039525692,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,-0.5,0.2948379873294189
97,19419.099598930483,11250.0,19446.7559429477,16081.571131170505,21375.768095238094,19308.17359050445,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,-0.0441450635180387
98,19419.099598930483,16890.0,19426.10596797671,19069.09246887337,16774.3178583531,19655.813620071684,20319.831634653077,18911.620927521017,19583.081536592774,19420.648888145795,0.0,1.0406006991938257
99,19523.2012934519,11200.0,19446.7559429477,19069.09246887337,21375.768095238094,19655.813620071684,20319.831634653077,21473.49084246989,19583.081536592774,19545.36587366694,0.0,1.5999227330921308
100,19419.099598930483,16999.0,19446.7559429477,19069.09246887337,15382.376528354693,19134.263157894737,16504.572867660703,25742.412698412696,19583.081536592774,19420.648888145795,0.0,1.8372108686853512
101,19419.099598930483,10500.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,0.6846684958039952
102,19419.099598930483,12500.0,19446.7559429477,19069.09246887337,16774.3178583531,19123.76337115073,17301.00165198238,14674.679903362952,19583.081536592774,19420.648888145795,-0.5,0.4643295127531477
103,19419.099598930483,13666.0,19446.7559429477,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,15825.698051949172,19583.081536592774,19420.648888145795,0.0,1.9558549364819613
104,19419.099598930483,11990.0,19426.10596797671,19069.09246887337,16774.3178583531,19326.830039525692,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,0.0,0.4643295127531477
105,19419.099598930483,39499.0,19426.10596797671,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,22045.550161811567,19583.081536592774,19420.648888145795,-0.5,2.0575498517361988
106,19419.099598930483,14990.0,19446.7559429477,19069.09246887337,16774.3178583531,19134.263157894737,20319.831634653077,18911.620927521017,19583.081536592774,19420.648888145795,0.0,0.6846684958039952
107,19419.099598930483,10500.0,19426.10596797671,19069.09246887337,21375.768095238094,19134.263157894737,20319.831634653077,19109.833333333332,18385.189024390245,19420.648888145795,0.0,1.718566800888741
108,19419.099598930483,20950.0,19446.7559429477,19069.09246887337,21375.768095238094,19655.813620071684,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,0.5660244280073851
109,19523.2012934519,33888.0,19446.7559429477,19069.09246887337,21375.768095238094,19434.49496644295,20319.831634653077,19109.833333333332,19583.081536592774,19545.36587366694,-2.4,0.9219566313972156
110,19419.099598930483,12999.0,19426.10596797671,19069.09246887337,16774.3178583531,19434.49496644295,20319.831634653077,15825.698051949172,19583.081536592774,19420.648888145795,-1.0,0.2270413771599274
111,19419.099598930483,14900.0,19446.7559429477,16081.571131170505,21375.768095238094,20154.74918566775,17301.00165198238,22874.837837837837,19583.081536592774,19420.648888145795,0.0,1.00670239410908
112,19419.099598930483,30000.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,22874.837837837837,19583.081536592774,19420.648888145795,-1.0,2.0575498517361988
113,19419.099598930483,10200.0,19426.10596797671,19069.09246887337,16774.3178583531,19615.980357142857,20319.831634653077,15144.161594198871,19583.081536592774,19420.648888145795,0.0,0.2948379873294189
114,19419.099598930483,27500.0,19426.10596797671,19069.09246887337,21375.768095238094,19326.830039525692,17301.00165198238,21643.65329218107,19583.081536592774,19420.648888145795,-2.0,3.0744990042785716
115,19419.099598930483,10500.0,19426.10596797671,19069.09246887337,21375.768095238094,19434.49496644295,17301.00165198238,13335.273646534957,19583.081536592774,19420.648888145795,-2.0,-0.6034670974163437
116,19419.099598930483,23999.0,19446.7559429477,19069.09246887337,21375.768095238094,19615.980357142857,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.701617648346368
117,19419.099598930483,19999.0,19446.7559429477,19069.09246887337,21375.768095238094,19157.43359375,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.701617648346368
118,19419.099598930483,17900.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,16615.500675218438,19583.081536592774,19420.648888145795,0.0,1.294837987329419
119,19523.2012934519,11999.0,19426.10596797671,19069.09246887337,21375.768095238094,19434.49496644295,20319.831634653077,15825.698051949172,19583.081536592774,19545.36587366694,-0.5,1.0236515466514529
120,19419.099598930483,17800.0,19426.10596797671,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,0.0,1.5999227330921308
121,19419.099598930483,12200.0,19446.7559429477,19069.09246887337,21375.768095238094,19157.43359375,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,-1.0,2.735515953431114
122,19419.099598930483,13900.0,19426.10596797671,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,14674.679903362952,19583.081536592774,19420.648888145795,-1.0,0.4643295127531477
123,19419.099598930483,15200.0,19446.7559429477,19069.09246887337,16774.3178583531,19134.263157894737,20319.831634653077,13335.273646534957,19583.081536592774,19420.648888145795,-1.8,0.1083973093633172
124,19419.099598930483,14800.0,19446.7559429477,19069.09246887337,16774.3178583531,20154.74918566775,20319.831634653077,17299.426829268294,19583.081536592774,19420.648888145795,-1.2,0.2948379873294189
125,19419.099598930483,10900.0,19446.7559429477,19069.09246887337,16774.3178583531,19655.813620071684,17301.00165198238,19109.833333333332,19583.081536592774,19420.648888145795,-0.5,0.4643295127531477
126,19523.2012934519,26900.0,19446.7559429477,19069.09246887337,21375.768095238094,19615.980357142857,20319.831634653077,21643.65329218107,19583.081536592774,19545.36587366694,0.0,3.0744990042785716
127,19419.099598930483,19350.0,19446.7559429477,19069.09246887337,16774.3178583531,18744.960151802657,17301.00165198238,18104.113141657825,19583.081536592774,19420.648888145795,-2.4,0.2948379873294189
128,19419.099598930483,19900.0,19426.10596797671,19069.09246887337,21375.768095238094,20154.74918566775,17301.00165198238,20505.48048048048,19583.081536592774,19420.648888145795,0.0,3.88805832631247
129,19419.099598930483,10300.0,19426.10596797671,19069.09246887337,16774.3178583531,19308.17359050445,20319.831634653077,18104.113141657825,19583.081536592774,19420.648888145795,-1.0,0.4643295127531477
130,19523.2012934519,35999.0,19426.10596797671,19069.09246887337,21375.768095238094,19655.813620071684,20319.831634653077,19109.833333333332,19583.081536592774,19545.36587366694,-2.6,0.1521517426115224
131,19419.099598930483,19990.0,19426.10596797671,19069.09246887337,21375.768095238094,19308.17359050445,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.3626345974989105
132,19419.099598930483,15700.0,19446.7559429477,19069.09246887337,16774.3178583531,19833.547581903276,17301.00165198238,19179.349544229193,19583.081536592774,19420.648888145795,-1.2,1.12534646190569
133,19419.099598930483,17400.0,19426.10596797671,19069.09246887337,21375.768095238094,20154.74918566775,17301.00165198238,21643.65329218107,19583.081536592774,19420.648888145795,1.6,1.040601
134,19419.099598930483,14750.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,1.701617648346368
135,19419.099598930483,12000.0,19426.10596797671,16081.571131170505,21375.768095238094,19748.325862068967,20319.831634653077,17299.426829268294,19583.081536592774,19420.648888145795,-1.4,2.972804089024334
136,19419.099598930483,12500.0,19446.7559429477,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.294837987329419
137,19419.099598930483,21500.0,19426.10596797671,19069.09246887337,21375.768095238094,19157.43359375,17301.00165198238,18104.113141657825,16324.517663422019,19420.648888145795,-2.4,0.2948379873294189
138,19419.099598930483,10556.0,19426.10596797671,19069.09246887337,21375.768095238094,19123.76337115073,17369.17680044368,21643.65329218107,18385.189024390245,19420.648888145795,0.0,2.4982278178378934
139,19419.099598930483,17500.0,19426.10596797671,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,15144.161594198871,19583.081536592774,19420.648888145795,-1.6,0.2948379873294189
140,19419.099598930483,14000.0,19426.10596797671,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,25742.412698412696,19583.081536592774,19420.648888145795,-1.8,1.9558549364819613
141,19419.099598930483,10300.0,19446.7559429477,19069.09246887337,16774.3178583531,19615.980357142857,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,0.8711091737700969
142,19419.099598930483,16900.0,19446.7559429477,19069.09246887337,21375.768095238094,19615.980357142857,17301.00165198238,20505.48048048048,18385.189024390245,19420.648888145795,-1.6,3.88805832631247
143,19419.099598930483,12890.0,19426.10596797671,19069.09246887337,16774.3178583531,19615.980357142857,20319.831634653077,15144.161594198871,19583.081536592774,19420.648888145795,0.0,0.2948379873294189
144,19419.099598930483,26500.0,19426.10596797671,19069.09246887337,16774.3178583531,19308.17359050445,20319.831634653077,18869.962067616303,19583.081536592774,19420.648888145795,1.6,1.040601
145,19419.099598930483,19500.0,19426.10596797671,19069.09246887337,21375.768095238094,19308.17359050445,17369.17680044368,19017.141666783766,19583.081536592774,19420.648888145795,0.0,3.786363411058233
146,19419.099598930483,30000.0,19426.10596797671,19069.09246887337,21375.768095238094,19308.17359050445,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,-0.5,1.701617648346368
147,19419.099598930483,28980.0,19426.10596797671,19069.09246887337,21375.768095238094,19308.17359050445,20319.831634653077,18869.962067616303,19583.081536592774,19420.648888145795,-1.0,1.8880583263124695
148,19419.099598930483,47000.0,19426.10596797671,19069.09246887337,16774.3178583531,18744.960151802657,20319.831634653077,22874.837837837837,19583.081536592774,19420.648888145795,-2.6,-0.0102467584332929
149,19419.099598930483,15300.0,19426.10596797671,19069.09246887337,21375.768095238094,19748.325862068967,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.701617648346368
