,dateCrawled,price,abtest,yearOfRegistration,gearbox,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,kilometer_robust,powerCV_robust
0,19419.099598930483,17999.0,19426.10596797671,19069.09246887337,16774.3178583531,19134.263157894737,20319.831634653077,15590.435185185424,19583.081536592774,19420.648888145795,-1.6,1.12534646190569
1,19419.099598930483,41900.0,19426.10596797671,19069.09246887337,21375.768095238094,19615.980357142857,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,-2.2,1.3626345974989105
2,19419.099598930483,27500.0,19446.7559429477,19069.09246887337,21375.768095238094,19157.43359375,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.701617648346368
3,19419.099598930483,12000.0,19426.10596797671,19069.09246887337,16774.3178583531,19308.17359050445,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,-0.3492298092807506
4,19419.099598930483,16150.0,19446.7559429477,19069.09246887337,16774.3178583531,19434.49496644295,17301.00165198238,19109.833333333332,19583.081536592774,19420.648888145795,-2.4,0.4643295127531477
5,19419.099598930483,13200.0,19426.10596797671,19069.09246887337,16774.3178583531,19134.263157894737,17301.00165198238,15144.161594198871,19583.081536592774,19420.648888145795,-2.2,-0.281433199111259
6,19419.099598930483,21500.0,19446.7559429477,19069.09246887337,21375.768095238094,19434.49496644295,17369.17680044368,21643.65329218107,19583.081536592774,19420.648888145795,0.0,6.4812786652955205
7,19523.2012934519,15500.0,19426.10596797671,19069.09246887337,21375.768095238094,19434.49496644295,20319.831634653077,19109.833333333332,19583.081536592774,19545.36587366694,0.0,1.9558549364819613
8,19419.099598930483,18300.0,19426.10596797671,19069.09246887337,16774.3178583531,19748.325862068967,17301.00165198238,19109.833333333332,19583.081536592774,19420.648888145795,-2.2,-0.0102467584332929
9,19419.099598930483,21500.0,19426.10596797671,19069.09246887337,21375.768095238094,19326.830039525692,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,-1.2,1.701617648346368
10,19419.099598930483,10500.0,19426.10596797671,19069.09246887337,16774.3178583531,19123.76337115073,17301.00165198238,18040.108949487523,19583.081536592774,19420.648888145795,-2.2,0.2948379873294189
11,19419.099598930483,14800.0,19446.7559429477,19069.09246887337,16774.3178583531,19134.263157894737,20319.831634653077,20505.48048048048,18385.189024390245,19420.648888145795,-1.0,0.0653707176317026
12,19419.099598930483,25950.0,19446.7559429477,19069.09246887337,16774.3178583531,19308.17359050445,20319.831634653077,17299.426829268294,19583.081536592774,19420.648888145795,-2.4,0.6846684958039952
13,19419.099598930483,46950.0,19426.10596797671,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,21473.49084246989,19583.081536592774,19420.648888145795,-2.4,2.142295614448063
14,19419.099598930483,10100.0,19446.7559429477,19069.09246887337,21375.768095238094,19157.43359375,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,-1.0,1.9558549364819613
15,19419.099598930483,16960.0,19446.7559429477,19069.09246887337,16774.3178583531,19833.547581903276,17301.00165198238,19109.833333333332,19583.081536592774,19420.648888145795,-2.4,-0.0102467584332929
16,19523.2012934519,26500.0,19446.7559429477,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,21643.65329218107,19583.081536592774,19545.36587366694,-1.6,1.8202617161429784
17,19419.099598930483,15700.0,19446.7559429477,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,1.701617648346368
18,19523.2012934519,42500.0,19426.10596797671,19069.09246887337,21375.768095238094,19326.830039525692,20319.831634653077,20505.48048048048,19583.081536592774,19545.36587366694,-2.4,1.12534646190569
19,19419.099598930483,23300.0,19426.10596797671,28238.49447513811,21375.768095238094,19308.17359050445,20319.831634653077,18104.113141657825,19583.081536592774,19420.648888145795,-2.4,0.2270413771599274
20,19419.099598930483,29100.0,19446.7559429477,19069.09246887337,16774.3178583531,19157.43359375,20319.831634653077,25742.412698412696,18385.189024390245,19420.648888145795,-2.8,0.2948379873294189
21,19419.099598930483,10000.0,19446.7559429477,19069.09246887337,16774.3178583531,18744.960151802657,17301.00165198238,14674.679903362952,19583.081536592774,19420.648888145795,0.0,0.4643295127531477
22,19419.099598930483,10000.0,19426.10596797671,19069.09246887337,21375.768095238094,19748.325862068967,20319.831634653077,18911.620927521017,19583.081536592774,19420.648888145795,-1.2,1.0406006991938257
23,19419.099598930483,14900.0,19446.7559429477,19069.09246887337,16774.3178583531,20154.74918566775,20319.831634653077,17299.426829268294,19583.081536592774,19420.648888145795,-1.2,0.2948379873294189
24,19419.099598930483,16000.0,19426.10596797671,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.12534646190569
25,19419.099598930483,23900.0,19426.10596797671,19069.09246887337,21375.768095238094,19157.43359375,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,-1.4,1.701617648346368
26,19419.099598930483,11999.0,19446.7559429477,19069.09246887337,16774.3178583531,19308.17359050445,20319.831634653077,15590.435185185424,19583.081536592774,19420.648888145795,-0.5,0.4643295127531477
27,19419.099598930483,11500.0,19446.7559429477,19069.09246887337,16774.3178583531,19134.263157894737,17301.00165198238,15590.435185185424,19583.081536592774,19420.648888145795,-1.4,-0.1458399787722759
28,19419.099598930483,22950.0,19426.10596797671,19069.09246887337,21375.768095238094,19655.813620071684,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,-1.0,1.701617648346368
29,19419.099598930483,33400.0,19446.7559429477,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,-1.8,1.0236515466514529
30,19523.2012934519,22222.0,19426.10596797671,19069.09246887337,16774.3178583531,19157.43359375,17301.00165198238,19109.833333333332,19583.081536592774,19545.36587366694,-2.4,0.6338210381768765
31,19419.099598930483,47900.0,19426.10596797671,19069.09246887337,21375.768095238094,19157.43359375,20319.831634653077,22874.837837837837,19583.081536592774,19420.648888145795,-1.8,3.1931430720751814
32,19419.099598930483,15500.0,19426.10596797671,19069.09246887337,21375.768095238094,19134.263157894737,17369.17680044368,21643.65329218107,19583.081536592774,19420.648888145795,0.0,3.0744990042785716
33,19419.099598930483,14490.0,19446.7559429477,19069.09246887337,16774.3178583531,18744.960151802657,20319.831634653077,15144.161594198871,19583.081536592774,19420.648888145795,-1.8,-0.2136365889417675
34,19523.2012934519,17500.0,19426.10596797671,19069.09246887337,21375.768095238094,19326.830039525692,20319.831634653077,19109.833333333332,19583.081536592774,19545.36587366694,0.0,1.989753241566707
35,19419.099598930483,16500.0,19426.10596797671,19069.09246887337,15382.376528354693,19615.980357142857,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,3.0744990042785716
36,19419.099598930483,26900.0,19426.10596797671,19069.09246887337,21375.768095238094,19748.325862068967,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,-0.5,2.0575498517361988
37,19419.099598930483,47499.0,19426.10596797671,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,25742.412698412696,19583.081536592774,19420.648888145795,-1.6,2.0575498517361988
38,19419.099598930483,31500.0,19426.10596797671,19069.09246887337,21375.768095238094,19134.263157894737,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,-0.5,2.0575498517361988
39,19419.099598930483,14700.0,19426.10596797671,19069.09246887337,21375.768095238094,19748.325862068967,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,1.701617648346368
40,19419.099598930483,28800.0,19446.7559429477,19069.09246887337,21375.768095238094,19748.325862068967,20319.831634653077,20580.880758235377,19583.081536592774,19420.648888145795,-2.4,0.8880583263124697
41,19419.099598930483,19200.0,19426.10596797671,19069.09246887337,21375.768095238094,18744.960151802657,17301.00165198238,22045.550161811567,19583.081536592774,19420.648888145795,-1.4,3.633821038176877
42,19419.099598930483,14200.0,19446.7559429477,19069.09246887337,21375.768095238094,19615.980357142857,20319.831634653077,25742.412698412696,19583.081536592774,19420.648888145795,0.0,0.1183443696846127
43,19419.099598930483,34900.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,22874.837837837837,18385.189024390245,19420.648888145795,-1.0,2.0575498517361988
44,19523.2012934519,17400.0,19446.7559429477,19069.09246887337,16774.3178583531,19326.830039525692,20319.831634653077,18869.962067616303,19583.081536592774,19545.36587366694,-1.4,0.6846684958039952
45,19419.099598930483,19490.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,17301.00165198238,19017.141666783766,19583.081536592774,19420.648888145795,1.6,1.040601
46,19419.099598930483,19999.0,19426.10596797671,19069.09246887337,21375.768095238094,19748.325862068967,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,-0.5,0.9219566313972156
47,19419.099598930483,27500.0,19426.10596797671,19069.09246887337,21375.768095238094,18744.960151802657,20319.831634653077,22874.837837837837,19583.081536592774,19420.648888145795,-2.2,0.4643295127531477
48,19419.099598930483,11900.0,19446.7559429477,19069.09246887337,16774.3178583531,19157.43359375,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,-0.5,0.4643295127531477
49,19419.099598930483,28950.0,19426.10596797671,28238.49447513811,21375.768095238094,19134.263157894737,20319.831634653077,18040.108949487523,19583.081536592774,19420.648888145795,-2.9,1.0236515466514529
50,19419.099598930483,36500.0,19446.7559429477,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,-1.6,2.2609396822446732
51,19419.099598930483,16500.0,19446.7559429477,19069.09246887337,21375.768095238094,19434.49496644295,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.701617648346368
52,19419.099598930483,19500.0,19446.7559429477,19069.09246887337,21375.768095238094,19157.43359375,17301.00165198238,22045.550161811567,19583.081536592774,19420.648888145795,-0.5,5.4812786652955205
53,19419.099598930483,20500.0,19446.7559429477,19069.09246887337,21375.768095238094,19655.813620071684,17301.00165198238,18040.108949487523,19583.081536592774,19420.648888145795,-1.2,0.6846684958039952
54,19523.2012934519,34000.0,19426.10596797671,19069.09246887337,21375.768095238094,19326.830039525692,20319.831634653077,22874.837837837837,19583.081536592774,19545.36587366694,-1.6,1.12534646190569
55,19419.099598930483,25000.0,19426.10596797671,28238.49447513811,16774.3178583531,19434.49496644295,20319.831634653077,15590.435185185424,19583.081536592774,19420.648888145795,-2.6,0.142295614448063
56,19419.099598930483,13500.0,19446.7559429477,28238.49447513811,16774.3178583531,19134.263157894737,17301.00165198238,15144.161594198871,19583.081536592774,19420.648888145795,-2.8,-0.281433199111259
57,19419.099598930483,10990.0,19446.7559429477,19069.09246887337,16774.3178583531,19615.980357142857,20319.831634653077,17299.426829268294,19583.081536592774,19420.648888145795,0.0,0.2270413771599274
58,19419.099598930483,11900.0,19426.10596797671,19069.09246887337,21375.768095238094,19326.830039525692,20319.831634653077,19017.141666783766,19583.081536592774,19420.648888145795,0.0,0.9219566313972156
59,19419.099598930483,29500.0,19426.10596797671,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,21643.65329218107,19583.081536592774,19420.648888145795,0.0,1.8202617161429784
60,19419.099598930483,12000.0,19426.10596797671,19069.09246887337,21375.768095238094,19748.325862068967,20319.831634653077,15825.698051949172,19583.081536592774,19420.648888145795,-0.5,1.2439905297023002
61,19419.099598930483,10599.0,19426.10596797671,19069.09246887337,21375.768095238094,19655.813620071684,20319.831634653077,18104.113141657825,19583.081536592774,19420.648888145795,0.0,0.4643295127531477
62,19419.099598930483,16990.0,19446.7559429477,19069.09246887337,16774.3178583531,19308.17359050445,20319.831634653077,20505.48048048048,19583.081536592774,19420.648888145795,0.0,1.6338210381768763
63,19419.099598930483,20500.0,19446.7559429477,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,25742.412698412696,19583.081536592774,19420.648888145795,-0.5,1.9558549364819613
64,19419.099598930483,43550.0,19446.7559429477,19069.09246887337,16774.3178583531,19615.980357142857,20319.831634653077,22874.837837837837,19583.081536592774,19420.648888145795,-2.6,-0.0102467584332929
65,19419.099598930483,30000.0,19446.7559429477,19069.09246887337,16774.3178583531,19134.263157894737,20319.831634653077,25742.412698412696,19583.081536592774,19420.648888145795,-1.0,0.0653707176317026
66,19419.099598930483,19999.0,19426.10596797671,19069.09246887337,21375.768095238094,19833.547581903276,20319.831634653077,17299.426829268294,19583.081536592774,19420.648888145795,-1.2,0.6846684958039952
67,19419.099598930483,37000.0,19446.7559429477,19069.09246887337,21375.768095238094,19123.76337115073,20319.831634653077,22045.550161811567,19583.081536592774,19420.648888145795,0.0,1.9558549364819613
68,19419.099598930483,21950.0,19446.7559429477,19069.09246887337,21375.768095238094,20154.74918566775,20319.831634653077,25742.412698412696,19583.081536592774,19420.648888145795,0.0,1.9558549364819613
69,19419.099598930483,12500.0,19426.10596797671,19069.09246887337,16774.3178583531,19748.325862068967,20319.831634653077,19017.141666783766,19583.081536592774,19420.648888145795,-0.5,0.3795837500412833
70,19419.099598930483,14450.0,19426.10596797671,19069.09246887337,21375.768095238094,19748.325862068967,17301.00165198238,15144.161594198871,19583.081536592774,19420.648888145795,-2.0,-0.281433199111259
71,19419.099598930483,10500.0,19426.10596797671,19069.09246887337,16774.3178583531,19434.49496644295,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,0.2948379873294189
72,19419.099598930483,13950.0,19426.10596797671,19069.09246887337,21375.768095238094,19157.43359375,20319.831634653077,19109.833333333332,19583.081536592774,19420.648888145795,0.0,0.2948379873294189
73,19419.099598930483,10300.0,19426.10596797671,19069.09246887337,16774.3178583531,19134.263157894737,17301.00165198238,15590.435185185424,16324.517663422019,19420.648888145795,-1.4,-0.1458399787722759
74,19419.099598930483,15450.0,19426.10596797671,19069.09246887337,16774.3178583531,20154.74918566775,20319.831634653077,20580.880758235377,19583.081536592774,19420.648888145795,-1.2,0.854160021227724
75,19419.099598930483,16000.0,19446.7559429477,19069.09246887337,16774.3178583531,19134.263157894737,20319.831634653077,13335.273646534957,19583.081536592774,19420.648888145795,-1.8,0.1083973093633172
76,19419.099598930483,16500.0,19446.7559429477,19069.09246887337,16774.3178583531,19833.547581903276,17301.00165198238,15590.435185185424,19583.081536592774,19420.648888145795,-2.2,-0.0949925211451573
77,19419.099598930483,17800.0,19446.7559429477,19069.09246887337,16774.3178583531,19615.980357142857,20319.831634653077,18864.851268928145,19583.081536592774,19420.648888145795,-2.0,0.4134820551260291
78,19419.099598930483,24500.0,19446.7559429477,28238.49447513811,21375.768095238094,19157.43359375,17301.00165198238,20580.880758235377,19583.081536592774,19420.648888145795,-2.9,0.4643295127531477
79,19419.099598930483,28750.0,19446.7559429477,28238.49447513811,16774.3178583531,19655.813620071684,20319.831634653077,20580.880758235377,19583.081536592774,19420.648888145795,-2.6,0.8880583263124697
80,19419.099598930483,11400.0,19426.10596797671,19069.09246887337,21375.768095238094,19308.17359050445,17301.00165198238,22045.550161811567,19583.081536592774,19420.648888145795,0.0,3.633821038176877
81,19419.099598930483,18500.0,19426.10596797671,19069.09246887337,21375.768095238094,19134.263157894737,20319.831634653077,18104.113141657825,19583.081536592774,19420.648888145795,-1.6,0.142295614448063
82,19419.099598930483,33800.0,19446.7559429477,19069.09246887337,21375.768095238094,19615.980357142857,20319.831634653077,21473.49084246989,19583.081536592774,19420.648888145795,-1.8,1.989753241566707
83,19419.099598930483,26400.0,19426.10596797671,28238.49447513811,16774.3178583531,20154.74918566775,17301.00165198238,17299.426829268294,19583.081536592774,19420.648888145795,-2.9,0.4643295127531477
84,19419.099598930483,14990.0,19446.7559429477,19069.09246887337,21375.768095238094,19157.43359375,17369.17680044368,22045.550161811567,19583.081536592774,19420.648888145795,0.0,3.8033125636006058
85,19419.099598930483,23699.0,19426.10596797671,19069.09246887337,16774.3178583531,19615.980357142857,20319.831634653077,15144.161594198871,19583.081536592774,19420.648888145795,-2.4,-0.2136365889417675
86,19419.099598930483,24300.0,19446.7559429477,19069.09246887337,16774.3178583531,19655.813620071684,20319.831634653077,15590.435185185424,19583.081536592774,19420.648888145795,-1.4,1.12534646190569
